logFileName;Machine;Benchmark;Header;SDC Iteration;#Accumulated Errors;#Iteration Errors;Relative Errors <= 2%;Relative Errors <= 5%;Jaccard;Jaccard > 2%;Jaccard > 5%;Cubic;Square;Line;Single;Random;Cubic Err > 2;Square Err > 2;Line Err > 2;Single Err > 2;Random Err > 2;Cubic Err > 5;Square Err > 5;Line Err > 5;Single Err > 5;Random Err > 5;Max Relative Error;Min Rel Error;Average Rel Err;# zero output;# zeor Gold
2016_09_06_05_44_09_cudaLulesh_carolk402.log;carolk402;cudaLulesh; structured-YES size-50 iterations-50;1;214;214;212;212;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0025043332342392617;1.5419764230878115e-14;0.00010075598008019222;120;120
2016_09_06_09_29_05_cudaLulesh_carolk402.log;carolk402;cudaLulesh; structured-YES size-50 iterations-50;1;18;18;18;18;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12311538699562273;9.397164193348652e-05;0.006943891228166437;0;0
2016_09_06_11_03_10_cudaLulesh_carolk402.log;carolk402;cudaLulesh; structured-YES size-50 iterations-50;1;220;220;214;220;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2.6974563355980283;1.482558931586077e-10;0.3064112890228685;120;120
2016_09_06_17_44_53_cudaLulesh_carolk402.log;carolk402;cudaLulesh; structured-YES size-50 iterations-50;1;220;220;167;170;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;136.6991095364558;1.482558931586077e-10;8.930330317277637;120;120
