logs/2016_11_02/2016_11_02_03_01_43/2016_11_02_08_27_04_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.747040 AccTime:8.747040 KerErr:200 AccErr:200
logs/2016_11_02/2016_11_02_03_55_50/2016_11_02_09_21_21_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.703419 AccTime:8.703419 KerErr:2 AccErr:2
logs/2016_11_02/2016_11_02_08_16_39/2016_11_02_13_42_51_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.632702 AccTime:8.632702 KerErr:1200 AccErr:1200
logs/2016_11_02/2016_11_02_07_25_56/2016_11_02_12_52_01_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:9.195616 AccTime:9.195616 KerErr:8 AccErr:8
logs/2016_10_11/2016_10_11_19_20_12/2016_10_11_23_20_54_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.160318 AccTime:8.160318 KerErr:200 AccErr:200
logs/2016_10_11/2016_10_11_15_07_49/2016_10_11_19_07_48_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.813632 AccTime:8.813632 KerErr:1600 AccErr:1600
logs/2016_10_11/2016_10_11_20_17_33/2016_10_12_00_18_23_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:9.052329 AccTime:9.052329 KerErr:4186 AccErr:4186
logs/2016_10_13/2016_10_13_03_44_39/2016_10_13_07_50_41_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.852235 AccTime:8.852235 KerErr:4576 AccErr:4576
logs/2016_10_13/2016_10_13_06_27_15/2016_10_13_10_33_45_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.959490 AccTime:8.959490 KerErr:1600 AccErr:1600
logs/2016_10_13/2016_10_13_17_39_12/2016_10_13_21_47_32_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.780874 AccTime:8.780874 KerErr:2400 AccErr:2400
logs/2016_10_13/2016_10_13_16_50_29/2016_10_13_20_58_43_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.480919 AccTime:8.480919 KerErr:200 AccErr:200
logs/2016_10_13/2016_10_13_04_35_48/2016_10_13_08_41_58_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.806017 AccTime:8.806017 KerErr:1600 AccErr:1600
logs/2016_10_13/2016_10_13_16_45_51/2016_10_13_20_54_04_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.672237 AccTime:8.672237 KerErr:1600 AccErr:1600
logs/2016_10_13/2016_10_13_15_06_52/2016_10_13_19_14_47_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.829577 AccTime:8.829577 KerErr:1600 AccErr:1600
logs/2016_10_13/2016_10_13_22_58_45/2016_10_14_03_07_59_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:9.049431 AccTime:9.049431 KerErr:2 AccErr:2
logs/2016_10_13/2016_10_13_14_15_43/2016_10_13_18_23_18_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:21.840956 AccTime:21.840956 KerErr:200 AccErr:200
logs/2016_10_23/2016_10_23_21_15_18/2016_10_24_02_03_56_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.800693 AccTime:8.800693 KerErr:1746 AccErr:1746
logs/2016_10_23/2016_10_23_15_00_48/2016_10_23_19_48_24_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.956844 AccTime:8.956844 KerErr:1600 AccErr:1600
logs/2016_10_23/2016_10_23_01_43_48/2016_10_23_06_29_12_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.736832 AccTime:8.736832 KerErr:1600 AccErr:1600
logs/2016_10_23/2016_10_23_15_51_41/2016_10_23_20_39_27_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.918656 AccTime:8.918656 KerErr:226 AccErr:226
logs/2016_10_23/2016_10_23_16_49_55/2016_10_23_21_37_50_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.842365 AccTime:8.842365 KerErr:200 AccErr:200
logs/2016_10_23/2016_10_23_10_22_01/2016_10_23_15_08_54_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.873967 AccTime:8.873967 KerErr:2 AccErr:2
logs/2016_10_23/2016_10_23_10_28_14/2016_10_23_15_15_05_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.708684 AccTime:8.708684 KerErr:1600 AccErr:1600
logs/2016_10_28/2016_10_28_02_04_50/2016_10_28_07_10_11_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.768650 AccTime:8.768650 KerErr:2 AccErr:2
logs/2016_10_28/2016_10_28_01_11_15/2016_10_28_06_16_27_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.673309 AccTime:8.673309 KerErr:200 AccErr:200
logs/2016_10_28/2016_10_28_04_38_00/2016_10_28_09_43_46_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.665202 AccTime:8.665202 KerErr:200 AccErr:200
logs/2016_10_28/2016_10_28_02_00_53/2016_10_28_07_06_12_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.754358 AccTime:8.754358 KerErr:200 AccErr:200
logs/2016_10_28/2016_10_28_17_06_51/2016_10_28_22_14_41_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.946043 AccTime:8.946043 KerErr:492 AccErr:492
logs/2016_10_28/2016_10_28_00_10_48/2016_10_28_05_15_49_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.881079 AccTime:8.881079 KerErr:1580 AccErr:1580
logs/2016_10_28/2016_10_28_22_30_56/2016_10_29_03_39_38_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.749504 AccTime:8.749504 KerErr:1600 AccErr:1600
logs/2016_10_28/2016_10_28_21_34_54/2016_10_29_02_43_27_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.791482 AccTime:8.791482 KerErr:1600 AccErr:1600
logs/2016_10_28/2016_10_28_09_17_43/2016_10_28_14_24_16_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.869562 AccTime:8.869562 KerErr:2 AccErr:2
logs/2016_10_12/2016_10_12_20_49_40/2016_10_13_00_54_35_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.798732 AccTime:8.798732 KerErr:8 AccErr:8
logs/2016_10_12/2016_10_12_06_03_47/2016_10_12_10_06_14_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.998705 AccTime:8.998705 KerErr:1600 AccErr:1600
logs/2016_10_12/2016_10_12_06_47_47/2016_10_12_10_50_23_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.818707 AccTime:8.818707 KerErr:200 AccErr:200
logs/2016_10_12/2016_10_12_09_23_28/2016_10_12_13_26_30_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.823726 AccTime:8.823726 KerErr:2 AccErr:2
logs/2016_10_12/2016_10_12_04_17_13/2016_10_12_08_19_24_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.674107 AccTime:8.674107 KerErr:178 AccErr:178
logs/2016_10_12/2016_10_12_08_37_30/2016_10_12_12_40_23_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.889139 AccTime:8.889139 KerErr:200 AccErr:200
logs/2016_10_12/2016_10_12_15_39_56/2016_10_12_19_44_00_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.999950 AccTime:8.999950 KerErr:90 AccErr:90
logs/2016_10_12/2016_10_12_18_12_18/2016_10_12_22_16_47_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.797519 AccTime:8.797519 KerErr:492 AccErr:492
logs/2016_10_27/2016_10_27_17_54_58/2016_10_27_22_58_58_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.762618 AccTime:8.762618 KerErr:114 AccErr:114
logs/2016_10_27/2016_10_27_20_41_58/2016_10_28_01_46_24_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.910168 AccTime:8.910168 KerErr:1600 AccErr:1600
logs/2016_10_27/2016_10_27_16_11_50/2016_10_27_21_15_31_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.648971 AccTime:8.648971 KerErr:1600 AccErr:1600
logs/2016_10_27/2016_10_27_04_31_20/2016_10_27_09_33_06_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:9.094354 AccTime:9.094354 KerErr:1600 AccErr:1600
logs/2016_10_27/2016_10_27_20_46_52/2016_10_28_01_51_19_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.845730 AccTime:8.845730 KerErr:200 AccErr:200
logs/2016_10_27/2016_10_27_12_24_20/2016_10_27_17_27_24_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.819091 AccTime:8.819091 KerErr:1600 AccErr:1600
logs/2016_10_27/2016_10_27_07_10_02/2016_10_27_12_12_15_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.749351 AccTime:8.749351 KerErr:1600 AccErr:1600
logs/2016_10_27/2016_10_27_01_49_06/2016_10_27_06_50_25_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.801696 AccTime:8.801696 KerErr:1600 AccErr:1600
logs/2016_10_27/2016_10_27_00_57_17/2016_10_27_05_58_29_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.505264 AccTime:8.505264 KerErr:200 AccErr:200
logs/2016_10_18/2016_10_18_14_12_41/2016_10_18_18_40_20_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.808599 AccTime:8.808599 KerErr:2 AccErr:2
logs/2016_10_18/2016_10_18_04_40_58/2016_10_18_09_07_00_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.912678 AccTime:8.912678 KerErr:1600 AccErr:1600
logs/2016_10_18/2016_10_18_09_58_43/2016_10_18_14_25_40_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.689095 AccTime:8.689095 KerErr:38 AccErr:38
logs/2016_10_18/2016_10_18_01_58_31/2016_10_18_06_24_08_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:9.013068 AccTime:9.013068 KerErr:200 AccErr:200
logs/2016_10_18/2016_10_18_04_41_17/2016_10_18_09_07_20_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.795751 AccTime:8.795751 KerErr:1600 AccErr:1600
logs/2016_10_18/2016_10_18_07_22_48/2016_10_18_11_49_18_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.852041 AccTime:8.852041 KerErr:200 AccErr:200
logs/2016_10_18/2016_10_18_14_13_00/2016_10_18_18_40_38_openmpLavaMD_carolxeon1-mic0.log:#SDC Ite:0 KerTime:8.930524 AccTime:8.930524 KerErr:1568 AccErr:1568
