4-8/dump_1/lud_xeon_phi_4-8/2017_02_24/2017_02_24_23_41_11/2017_02_25_04_40_15_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:20.084735 AccTime:20.084735 KerErr:1280437 AccErr:1280437
4-8/dump_1/lud_xeon_phi_4-8/2017_02_24/2017_02_24_23_23_09/2017_02_25_04_22_14_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:18.562485 AccTime:18.562485 KerErr:1038703 AccErr:1038703
4-8/dump_1/lud_xeon_phi_4-8/2017_02_24/2017_02_24_21_36_47/2017_02_25_02_35_57_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:11.044799 AccTime:11.044799 KerErr:1182672 AccErr:1182672
4-8/dump_1/lud_xeon_phi_4-8/2017_02_24/2017_02_24_22_57_10/2017_02_25_03_56_20_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:14.639074 AccTime:14.639074 KerErr:11896 AccErr:11896
4-8/dump_1/lud_xeon_phi_4-8/2017_02_24/2017_02_24_22_47_03/2017_02_25_03_46_09_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:19.404006 AccTime:19.404006 KerErr:1 AccErr:1
4-8/dump_1/lud_xeon_phi_4-8/2017_02_24/2017_02_24_21_28_37/2017_02_25_02_27_47_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:16.832075 AccTime:16.832075 KerErr:55741 AccErr:55741
4-8/dump_1/lud_xeon_phi_4-8/2017_02_24/2017_02_24_23_58_56/2017_02_25_04_57_55_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:16.108202 AccTime:16.108202 KerErr:42821 AccErr:42821
4-8/dump_1/lud_xeon_phi_4-8/2017_02_24/2017_02_24_23_39_57/2017_02_25_04_39_01_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:20.155745 AccTime:20.155745 KerErr:1179212 AccErr:1179212
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_01_15_15/2017_02_27_06_14_18_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:20.038977 AccTime:20.038977 KerErr:227666 AccErr:227666
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_01_31_45/2017_02_27_06_30_41_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:16.720957 AccTime:16.720957 KerErr:72761 AccErr:72761
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_04_59_01/2017_02_27_09_58_00_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:5.910634 AccTime:5.910634 KerErr:1090519040 AccErr:1090519040
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_08_02_58/2017_02_27_13_02_06_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:16.807347 AccTime:16.807347 KerErr:199962 AccErr:199962
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_07_01_21/2017_02_27_12_00_19_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:21.584347 AccTime:21.584347 KerErr:948880 AccErr:948880
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_01_50_43/2017_02_27_06_49_40_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:16.473030 AccTime:16.473030 KerErr:1210091 AccErr:1210091
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_06_01_03/2017_02_27_11_00_08_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:18.982302 AccTime:18.982302 KerErr:9990 AccErr:9990
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_02_23_55/2017_02_27_07_22_59_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:19.614640 AccTime:19.614640 KerErr:1470407 AccErr:1470407
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_08_46_10/2017_02_27_13_45_22_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:13.465031 AccTime:13.465031 KerErr:847 AccErr:847
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_08_45_13/2017_02_27_13_44_09_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:23.337340 AccTime:23.337340 KerErr:4122584 AccErr:4122584
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_10_43_38/2017_02_27_15_42_41_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:18.998057 AccTime:18.998057 KerErr:1046335 AccErr:1046335
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_00_19_15/2017_02_27_05_18_11_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:17.401020 AccTime:17.401020 KerErr:2065584 AccErr:2065584
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_11_46_38/2017_02_27_16_45_41_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:20.801122 AccTime:20.801122 KerErr:1467405 AccErr:1467405
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_03_26_09/2017_02_27_08_25_05_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:20.774207 AccTime:20.774207 KerErr:1288550 AccErr:1288550
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_02_14_03/2017_02_27_07_13_11_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:19.944865 AccTime:19.944865 KerErr:1 AccErr:1
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_02_59_15/2017_02_27_07_58_19_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:18.220265 AccTime:18.220265 KerErr:5919 AccErr:5919
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_03_24_06/2017_02_27_08_23_15_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:16.608980 AccTime:16.608980 KerErr:4006 AccErr:4006
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_03_32_53/2017_02_27_08_31_57_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:8.888978 AccTime:8.888978 KerErr:745648 AccErr:745648
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_07_19_57/2017_02_27_12_19_02_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:20.077337 AccTime:20.077337 KerErr:265460 AccErr:265460
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_03_50_30/2017_02_27_08_49_34_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:16.625955 AccTime:16.625955 KerErr:25797 AccErr:25797
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_06_46_16/2017_02_27_11_45_21_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:17.556240 AccTime:17.556240 KerErr:200338 AccErr:200338
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_04_07_10/2017_02_27_09_06_14_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:18.323010 AccTime:18.323010 KerErr:1495525 AccErr:1495525
4-8/dump_1/lud_xeon_phi_4-8/2017_02_27/2017_02_27_02_22_00/2017_02_27_07_20_59_openmpLUD_mic1.local.log:#SDC Ite:0 KerTime:20.536193 AccTime:20.536193 KerErr:101477 AccErr:101477
