logs/2016_11_02/2016_11_02_07_19_00/2016_11_02_12_44_59_openMPHotspot_carolxeon1-mic0.log:#SDC Ite:0 KerTime:1.458309 AccTime:1.458309 KerErr:49 AccErr:49
logs/2016_11_02/2016_11_02_04_46_07/2016_11_02_10_11_41_openMPHotspot_carolxeon1-mic0.log:#SDC Ite:0 KerTime:1.750143 AccTime:1.750143 KerErr:49 AccErr:49
logs/2016_11_02/2016_11_02_04_45_24/2016_11_02_10_10_57_openMPHotspot_carolxeon1-mic0.log:#SDC Ite:0 KerTime:1.526146 AccTime:1.526146 KerErr:984064 AccErr:984064
logs/2016_11_02/2016_11_02_07_15_30/2016_11_02_12_41_28_openMPHotspot_carolxeon1-mic0.log:#SDC Ite:0 KerTime:1.915292 AccTime:1.915292 KerErr:1 AccErr:1
logs/2016_11_02/2016_11_02_00_16_19/2016_11_02_05_41_07_openMPHotspot_carolxeon1-mic0.log:#SDC Ite:0 KerTime:1.524827 AccTime:1.524827 KerErr:10691 AccErr:10691
logs/2016_11_02/2016_11_02_09_09_06/2016_11_02_14_35_23_openMPHotspot_carolxeon1-mic0.log:#SDC Ite:0 KerTime:1.443983 AccTime:1.443983 KerErr:37 AccErr:37
logs/2016_10_11/2016_10_11_14_59_17/2016_10_11_18_59_11_openMPHotspot_carolxeon1-mic0.log:#SDC Ite:0 KerTime:1.449532 AccTime:1.449532 KerErr:137 AccErr:137
logs/2016_10_11/2016_10_11_15_46_55/2016_10_11_19_46_05_openMPHotspot_carolxeon1-mic0.log:#SDC Ite:0 KerTime:50.386268 AccTime:50.386268 KerErr:12556 AccErr:12556
logs/2016_10_11/2016_10_11_23_46_47/2016_10_12_03_48_08_openMPHotspot_carolxeon1-mic0.log:#SDC Ite:0 KerTime:2.374128 AccTime:2.374128 KerErr:1 AccErr:1
logs/2016_10_11/2016_10_11_15_47_39/2016_10_11_19_47_41_openMPHotspot_carolxeon1-mic0.log:#SDC Ite:0 KerTime:1.985511 AccTime:1.985511 KerErr:37 AccErr:37
logs/2016_10_11/2016_10_11_21_57_00/2016_10_12_01_58_01_openMPHotspot_carolxeon1-mic0.log:#SDC Ite:0 KerTime:2.106600 AccTime:2.106600 KerErr:984064 AccErr:984064
logs/2016_10_11/2016_10_11_23_47_10/2016_10_12_03_48_30_openMPHotspot_carolxeon1-mic0.log:#SDC Ite:0 KerTime:2.497104 AccTime:2.497104 KerErr:49 AccErr:49
