log_file,has_sdc,inj_kname,inj_kcount,inj_igid,inj_fault_model,inj_inst_id,inj_destination_id,inj_bit_location,finished,logFileName,Machine,Benchmark,Header,SDC Iteration,#Accumulated Errors,#Iteration Errors,Relative Errors <= 2%,Relative Errors <= 5%,Jaccard,Jaccard > 2%,Jaccard > 5%,Cubic,Square,Line,Single,Random,Cubic Err > 2,Square Err > 2,Line Err > 2,Single Err > 2,Random Err > 2,Cubic Err > 5,Square Err > 5,Line Err > 5,Single Err > 5,Random Err > 5,Max Relative Error,Min Rel Error,Average Rel Err,# zero output,# zeor Gold
2016_09_05_23_27_41_cudaCCL_carol.log, 1, _Z15findSpansKernelPiS_PKiii, 0, 8, 0, 2336910, 0.40270508367, 0.68395238724, 1,2016_09_05_23_27_41_cudaCCL_carol.log,carol,cudaCCL, frames-2- framesPerStream-1,0,3,3,0,0,0.32291666666666663,0.32291666666666663,0.32291666666666663,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,12211300.0,36200.0,4094600.0,0,0
2016_09_06_00_45_07_cudaCCL_carol.log, 1, _Z16mergeSpansKernelPiS_iii, 1, 8, 2, 656717655, 0.467481691313, 0.402378006784, 1,2016_09_06_00_45_07_cudaCCL_carol.log,carol,cudaCCL, frames-2- framesPerStream-1,0,697,697,0,0,0.28125,0.28125,0.28125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,28.88598251397449,28.88598251397449,28.88598251397476,0,0
