Timestamp,Machine,Benchmark,Header,SDC,LOGGED_ERRORS,ACC_ERR,ACC_TIME,ERR_OUTOFORDER,ERR_CORRUPTED,ERR_LINK,ERR_SYNC,IT_OOO,IT_CORRUPTED,IT_LINK,IT_SYNC,IT_OOO_CORR,IT_SYNC_CORR,IT_SYNC_OOO,IT_LINK_OOO,IT_LINK_CORR,IT_LINK_SYNC,IT_MULTIPLE,BALANCE_MISMATCHES,Logname
Mon Sep 12 22:31:46 2016 , carolk402 , cudaMergeSort , 1048576 , 1 , 1 , 1 , 2.790724 , 0 , 0 , 1 , 0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_31_46_cudaMergeSort_carolk402.log
Mon Sep 12 22:31:54 2016 , carolk402 , cudaMergeSort , 1048576 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_31_54_cudaMergeSort_carolk402.log
Mon Sep 12 22:31:59 2016 , carolk402 , cudaMergeSort , 1048576 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_31_59_cudaMergeSort_carolk402.log
Mon Sep 12 22:32:02 2016 , carolk402 , cudaMergeSort , 1048576 , 0 , 46 , 0 , 2.792387 , 12 , 34 , 0 , 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_32_02_cudaMergeSort_carolk402.log
Mon Sep 12 22:32:10 2016 , carolk402 , cudaMergeSort , 1048576 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_32_10_cudaMergeSort_carolk402.log
Mon Sep 12 22:32:14 2016 , carolk402 , cudaMergeSort , 1048576 , 1 , 1 , 1 , 2.791755 , 0 , 0 , 1 , 0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_32_14_cudaMergeSort_carolk402.log
Mon Sep 12 22:32:21 2016 , carolk402 , cudaMergeSort , 1048576 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_32_21_cudaMergeSort_carolk402.log
Mon Sep 12 22:32:25 2016 , carolk402 , cudaMergeSort , 1048576 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_32_25_cudaMergeSort_carolk402.log
Mon Sep 12 22:32:30 2016 , carolk402 , cudaMergeSort , 1048576 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_32_30_cudaMergeSort_carolk402.log
Mon Sep 12 22:32:34 2016 , carolk402 , cudaMergeSort , 1048576 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_32_34_cudaMergeSort_carolk402.log
Mon Sep 12 22:32:38 2016 , carolk402 , cudaMergeSort , 1048576 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_32_38_cudaMergeSort_carolk402.log
Mon Sep 12 22:32:41 2016 , carolk402 , cudaMergeSort , 1048576 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_32_41_cudaMergeSort_carolk402.log
Mon Sep 12 22:32:45 2016 , carolk402 , cudaMergeSort , 1048576 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_32_45_cudaMergeSort_carolk402.log
Mon Sep 12 22:32:49 2016 , carolk402 , cudaMergeSort , 1048576 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_32_49_cudaMergeSort_carolk402.log
Mon Sep 12 22:32:53 2016 , carolk402 , cudaMergeSort , 1048576 , 0 , 0 , 0 , 2.794162 , 0 , 0 , 0 , 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_32_53_cudaMergeSort_carolk402.log
Mon Sep 12 22:32:57 2016 , carolk402 , cudaMergeSort , 1048576 , 0 , 0 , 0 , 2.7915 , 0 , 0 , 0 , 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_32_57_cudaMergeSort_carolk402.log
Mon Sep 12 22:33:02 2016 , carolk402 , cudaMergeSort , 1048576 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_33_02_cudaMergeSort_carolk402.log
Mon Sep 12 22:33:05 2016 , carolk402 , cudaMergeSort , 1048576 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_33_05_cudaMergeSort_carolk402.log
Mon Sep 12 22:33:08 2016 , carolk402 , cudaMergeSort , 1048576 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_33_08_cudaMergeSort_carolk402.log
Mon Sep 12 22:33:12 2016 , carolk402 , cudaMergeSort , 1048576 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_33_12_cudaMergeSort_carolk402.log
Mon Sep 12 22:33:15 2016 , carolk402 , cudaMergeSort , 1048576 , 1 , 2 , 2 , 2.792164 , 0 , 0 , 2 , 0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_33_15_cudaMergeSort_carolk402.log
Mon Sep 12 22:33:22 2016 , carolk402 , cudaMergeSort , 1048576 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_33_22_cudaMergeSort_carolk402.log
Mon Sep 12 22:33:26 2016 , carolk402 , cudaMergeSort , 1048576 , 0 , 0 , 0 , 2.791738 , 0 , 0 , 0 , 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , ./2016_09_12_22_33_26_cudaMergeSort_carolk402.log
